video_id,sid_1,sid_2,sid_3,sid_4
2629,5,0,27,1
2630,1,26,28,14
2631,15,22,5,5
2632,20,9,18,10
2633,2,3,14,10
2634,21,27,10,22
2635,14,21,3,10
2636,12,2,3,5
2637,25,20,14,6
2638,18,15,18,26
2639,6,4,0,3
2640,20,22,18,18
2641,23,15,27,21
2642,12,29,18,24
2643,5,10,17,22
2644,7,22,18,15
2645,20,9,7,10
2646,12,24,13,4
2647,3,6,30,17
2648,20,15,27,24
2649,25,30,31,26
2650,24,18,11,24
2651,3,4,13,21
2652,13,1,12,12
2653,20,3,10,28
2654,6,2,9,16
2655,11,0,17,6
2656,13,28,4,12
2657,27,21,27,2
2658,20,28,1,28
2659,12,12,20,22
2660,4,4,22,17
2661,12,2,24,1
2662,25,20,14,30
2663,16,3,1,16
2664,6,21,16,8
2665,13,19,23,29
2666,3,25,17,15
2667,15,2,29,12
2668,24,21,30,26
2669,3,0,17,2
2670,18,28,17,19
2671,5,30,30,18
2672,12,21,8,16
2673,24,7,14,10
2674,16,5,17,4
2675,7,31,18,13
2676,5,22,23,15
2677,0,10,11,22
2678,11,18,17,3
2679,1,22,7,12
2680,15,20,18,0
2681,20,22,0,31
2682,4,8,31,23
2683,24,10,16,26
2684,28,5,29,4
2685,18,15,11,28
2686,20,30,7,9
2687,24,24,5,21
2688,11,20,17,31
2689,13,6,12,17
2690,24,22,7,11
2691,18,21,4,18
2692,13,10,5,5
2693,3,8,17,24
2694,20,13,24,29
2695,1,3,1,22
2696,5,25,30,22
2697,31,10,11,4
2698,5,2,27,2
2699,9,22,16,26
2700,16,14,20,9
2701,16,7,15,31
2702,31,15,17,28
2703,9,22,15,4
2704,27,8,1,4
2705,24,20,28,11
2706,11,12,28,0
2707,11,31,3,28
2708,18,25,11,4
2709,12,25,16,11
2710,11,26,29,28
2711,31,21,14,17
2712,2,13,8,5
2713,16,6,3,0
2714,24,9,13,0
2715,15,13,12,9
2716,8,27,31,11
2717,21,7,24,16
2718,25,28,7,11
2719,12,12,29,7
2720,25,25,11,14
2721,20,25,24,2
2722,22,10,20,30
2723,24,10,18,4
2724,17,16,12,6
2725,8,25,14,24
2726,31,9,23,16
2727,31,26,28,3
2728,26,4,3,0
2729,16,26,26,19
2730,9,28,24,25
2731,1,16,11,30
2732,16,18,30,26
2733,16,27,5,14
2734,23,15,27,0
2735,23,7,27,8
2736,20,22,23,6
2737,21,8,5,23
2738,9,31,7,11
2739,26,27,22,28
2740,1,27,14,14
2741,19,6,21,30
2742,12,6,26,17
2743,16,20,17,3
2744,6,25,9,8
2745,12,8,0,16
2746,16,9,19,0
2747,2,7,13,0
2748,20,28,8,21
2749,0,6,17,5
2750,20,6,27,3
2751,17,21,1,10
2752,31,13,12,31
2753,7,10,14,8
2754,25,28,12,12
2755,8,3,24,28
2756,13,8,2,16
2757,22,16,2,10
2758,9,26,24,24
2759,26,30,10,3
2760,9,25,17,31
2761,22,7,6,2
2762,31,26,15,9
2763,3,24,7,0
2764,28,0,4,25
2765,18,0,11,29
2766,5,8,13,29
2767,14,3,21,2
2768,14,13,8,7
2769,1,20,24,17
2770,31,7,24,21
2771,31,6,10,31
2772,31,22,30,0
2773,20,6,27,25
2774,15,8,17,19
2775,4,31,21,25
2776,18,25,15,26
2777,24,9,5,29
2778,24,28,23,19
2779,13,2,14,18
2780,8,2,4,28
2781,3,22,7,9
2782,7,3,3,10
2783,14,17,12,0
2784,11,2,30,28
2785,2,17,9,23
2786,28,8,25,15
2787,8,0,5,11
2788,13,0,18,2
2789,13,13,7,18
2790,2,17,20,9
2791,15,24,11,14
2792,5,30,28,17
2793,9,6,3,26
2794,28,16,10,10
2795,14,18,1,2
2796,8,25,17,15
2797,1,12,16,1
2798,2,31,21,13
2799,14,19,11,23
2800,26,24,3,26
2801,11,8,16,5
2802,25,5,14,10
2803,13,21,10,11
2804,4,16,26,28
2805,28,6,4,8
2806,7,9,2,24
2807,9,19,24,23
2808,7,0,31,4
2809,24,5,23,17
2810,9,7,3,25
2811,7,20,22,29
2812,8,24,7,0
2813,18,11,19,18
2814,6,8,1,22
2815,14,19,24,16
2816,25,9,6,0
2817,24,28,3,16
2818,26,18,23,18
2819,11,7,20,14
2820,25,9,5,11
2821,13,0,31,3
2822,31,6,28,21
2823,12,3,2,3
2824,0,10,20,25
2825,12,14,18,14
2826,22,8,1,14
2827,3,8,14,14
2828,1,13,31,1
2829,8,27,14,6
2830,15,21,30,28
2831,24,15,18,15
2832,21,11,10,25
2833,15,13,24,31
2834,16,24,5,18
2835,25,22,12,21
2836,16,7,12,25
2837,18,27,18,17
2838,6,29,9,10
2839,0,0,18,31
2840,8,16,2,10
2841,20,27,14,4
2842,11,12,23,29
2843,8,10,3,26
2844,13,14,4,3
2845,31,5,5,15
2846,14,11,6,23
2847,19,18,1,9
2848,2,7,3,2
2849,14,12,22,29
2850,14,21,1,1
2851,24,3,16,5
2852,20,3,17,1
2853,15,6,24,13
2854,0,8,24,6
2855,7,3,26,5
2856,25,18,12,3
2857,26,3,10,15
2858,5,6,18,21
2859,3,28,19,9
2860,31,31,24,9
2861,24,15,4,18
2862,25,28,24,19
2863,1,16,4,18
2864,13,22,28,16
2865,9,30,23,11
2866,6,3,9,18
2867,3,5,23,6
2868,18,15,10,12
2869,21,16,27,2
2870,18,30,24,2
2871,14,20,1,15
2872,13,25,15,28
2873,11,15,24,1
2874,13,20,15,5
2875,18,28,7,2
2876,0,22,17,15
2877,24,30,8,21
2878,11,16,11,15
2879,13,31,3,28
2880,0,25,30,26
2881,5,22,17,10
2882,31,18,12,21
2883,9,13,7,28
2884,15,25,24,31
2885,0,21,5,14
2886,8,25,23,22
2887,15,18,10,3
2888,16,20,17,30
2889,31,0,26,31
2890,11,1,16,5
2891,11,15,17,6
2892,24,9,11,12
2893,13,9,31,11
2894,16,25,14,22
2895,20,25,18,14
2896,1,25,24,14
2897,15,18,13,0
2898,11,22,10,15
2899,12,16,18,2
2900,0,2,18,30
2901,13,3,21,10
2902,9,0,2,0
2903,19,1,27,30
2904,11,13,4,11
2905,30,16,3,5
2906,27,25,16,1
2907,25,6,28,15
2908,28,16,17,14
2909,9,30,7,17
2910,8,9,13,12
2911,15,22,27,19
2912,6,6,2,8
2913,20,24,31,11
2914,20,24,15,30
2915,16,24,12,31
2916,20,3,17,26
2917,5,18,15,18
2918,20,18,12,26
2919,31,0,5,29
2920,11,24,6,5
2921,6,6,29,5
2922,24,24,18,29
2923,12,13,1,22
2924,7,13,16,26
2925,11,1,7,30
2926,7,21,18,19
2927,16,14,14,29
2928,19,4,27,25
2929,0,20,4,18
2930,19,0,14,25
2931,9,15,7,15
2932,1,5,13,6
2933,5,22,11,15
2934,3,22,14,12
2935,0,3,18,12
2936,0,9,1,16
2937,21,20,13,23
2938,13,24,5,11
2939,0,30,31,1
2940,16,24,26,30
2941,14,18,16,14
2942,26,22,5,11
2943,18,14,31,30
2944,22,0,4,9
2945,17,19,15,5
2946,16,25,0,6
2947,18,10,28,26
2948,13,6,31,17
2949,2,26,16,0
2950,11,24,10,13
2951,1,21,15,17
2952,20,27,4,28
2953,24,9,17,6
2954,18,18,15,24
2955,0,1,15,4
2956,25,24,15,28
2957,28,0,1,4
2958,27,27,31,22
2959,16,9,28,18
2960,25,24,15,28
2961,27,2,27,11
2962,29,9,11,3
2963,6,3,9,22
2964,16,10,5,29
2965,5,18,5,19
2966,31,25,10,2
2967,24,13,10,28
2968,1,7,6,25
2969,13,1,31,14
2970,16,28,17,18
2971,3,5,23,26
2972,20,25,11,30
2973,24,15,4,29
2974,15,6,18,31
2975,22,19,23,22
2976,13,6,0,15
2977,25,6,30,26
2978,3,7,30,1
2979,24,19,11,19
2980,17,1,4,24
2981,12,7,31,6
2982,15,24,10,5
2983,31,13,23,18
2984,28,7,1,23
2985,18,7,23,26
2986,2,13,0,17
2987,12,17,20,16
2988,0,6,11,31
2989,13,19,31,25
2990,17,2,19,2
2991,15,19,27,13
2992,11,28,24,11
2993,20,24,31,9
2994,11,20,12,1
2995,16,18,8,11
2996,16,13,31,0
2997,14,9,22,6
2998,20,2,31,0
2999,17,0,8,9
3000,10,21,20,8
3001,12,31,0,3
3002,24,24,11,11
3003,15,6,27,26
3004,31,18,1,26
3005,16,14,8,9
3006,0,3,10,14
3007,15,27,14,18
3008,18,24,14,4
3009,11,6,30,28
3010,1,6,18,11
3011,24,20,4,11
3012,20,3,24,22
3013,20,9,14,31
3014,0,6,7,4
3015,25,9,3,15
3016,5,26,30,21
3017,28,4,2,24
3018,2,18,9,8
3019,9,16,3,5
3020,1,8,10,22
3021,18,6,28,26
3022,1,27,7,1
3023,20,13,7,2
3024,19,8,22,24
3025,6,21,9,5
3026,23,13,8,19
3027,16,26,22,26
3028,1,18,25,26
3029,11,8,23,12
3030,8,6,5,22
3031,9,22,11,15
3032,2,25,22,0
3033,14,31,29,17
3034,16,5,19,13
3035,5,9,18,22
3036,26,18,17,19
3037,31,18,5,18
3038,8,18,17,19
3039,14,2,11,5
3040,3,20,2,22
3041,13,22,2,24
3042,18,2,26,18
3043,16,20,15,26
3044,9,0,18,28
3045,0,5,4,0
3046,25,15,13,26
3047,20,10,7,19
3048,24,7,28,14
3049,22,16,23,22
3050,25,22,30,1
3051,26,14,7,30
3052,15,22,4,10
3053,6,28,0,7
3054,23,22,27,5
3055,19,18,1,29
3056,22,0,29,15
3057,13,1,17,26
3058,25,2,10,26
3059,24,21,24,26
3060,16,22,8,24
3061,5,5,28,21
3062,16,8,12,30
3063,5,28,13,26
3064,11,28,8,30
3065,15,12,2,4
3066,15,14,30,31
3067,25,6,5,18
3068,14,6,14,9
3069,8,26,11,1
3070,25,6,15,22
3071,11,16,14,9
3072,27,11,16,23
3073,12,12,22,3
3074,12,0,23,8
3075,13,19,1,5
3076,16,26,0,25
3077,27,18,11,31
3078,20,19,27,18
3079,14,16,8,12
3080,15,2,14,13
3081,9,28,23,10
3082,7,27,28,26
3083,11,28,0,25
3084,7,25,30,25
3085,8,30,18,3
3086,9,10,17,5
3087,25,24,18,18
3088,23,18,1,22
3089,5,28,23,29
3090,1,3,31,25
3091,0,18,3,26
3092,9,2,4,5
3093,16,31,14,18
3094,22,18,13,3
3095,9,6,30,17
3096,24,22,6,10
3097,27,14,28,0
3098,11,19,14,2
3099,16,26,2,18
3100,3,18,7,24
3101,24,22,10,17
3102,24,18,30,2
3103,8,26,11,5
3104,21,12,29,7
3105,18,13,17,21
3106,1,24,8,3
3107,9,26,12,0
3108,18,25,11,17
3109,9,25,17,22
3110,11,15,17,4
3111,11,31,14,17
3112,12,6,11,8
3113,15,25,18,14
3114,8,10,15,19
3115,8,14,10,28
3116,20,14,27,7
3117,18,7,31,5
3118,16,30,16,4
3119,27,2,27,23
3120,18,7,8,30
3121,11,2,14,29
3122,9,28,7,16
3123,12,27,7,11
3124,18,25,14,14
3125,22,14,28,3
3126,24,22,23,13
3127,13,2,22,5
3128,17,14,6,31
3129,31,18,13,31
3130,31,1,23,28
3131,1,12,22,3
3132,8,26,30,1
3133,26,0,17,10
3134,5,18,3,26
3135,16,16,5,30
3136,0,13,5,11
3137,28,23,25,7
3138,25,18,0,11
3139,13,24,6,19
3140,8,24,0,19
3141,9,22,23,15
3142,28,8,13,23
3143,14,12,13,4
3144,21,0,29,25
3145,15,15,10,11
3146,31,6,1,25
3147,31,5,7,15
3148,22,1,11,2
3149,2,0,17,6
3150,4,29,21,8
3151,26,15,10,15
3152,5,7,28,15
3153,0,6,14,6
3154,3,6,31,15
3155,17,7,3,18
3156,5,4,28,21
3157,0,30,23,28
3158,16,10,31,31
3159,2,26,16,14
3160,7,20,12,29
3161,22,26,15,29
3162,24,6,28,5
3163,8,25,27,26
3164,5,9,14,0
3165,26,26,15,21
3166,11,22,29,13
3167,8,25,27,12
3168,16,3,5,21
3169,26,0,30,28
3170,15,22,18,9
3171,11,18,14,1
3172,9,28,8,2
3173,11,13,5,9
3174,20,14,26,31
3175,27,14,29,0
3176,15,22,12,25
3177,25,6,18,21
3178,9,2,10,22
3179,11,13,1,23
3180,0,24,4,1
3181,12,19,2,22
3182,1,5,31,14
3183,13,3,3,16
3184,22,18,4,15
3185,18,11,6,7
3186,31,10,23,24
3187,20,13,24,17
3188,12,18,11,31
3189,18,2,13,21
3190,31,24,15,17
3191,0,1,16,9
3192,15,13,12,4
3193,20,24,28,1
3194,18,6,0,26
3195,23,9,15,5
3196,11,16,8,4
3197,9,30,15,17
3198,12,26,2,10
3199,15,22,18,15
3200,0,15,17,22
3201,9,28,11,24
3202,11,0,8,6
3203,16,15,10,26
3204,0,31,7,12
3205,11,10,13,4
3206,31,25,11,16
3207,13,5,5,2
3208,13,26,10,9
3209,31,5,20,2
3210,7,26,22,0
3211,25,22,28,12
3212,9,10,24,2
3213,24,20,8,0
3214,22,24,12,12
3215,31,13,18,1
3216,15,20,10,9
3217,22,8,24,3
3218,3,26,7,11
3219,11,6,0,28
3220,18,15,18,21
3221,16,13,16,26
3222,11,1,2,28
3223,15,6,27,26
3224,20,14,24,4
3225,9,28,4,28
3226,25,24,15,26
3227,12,26,19,6
3228,24,9,12,0
3229,9,22,24,11
3230,20,22,23,15
3231,20,5,15,12
3232,2,8,1,14
3233,14,6,4,18
3234,2,19,11,29
3235,0,9,4,31
3236,31,3,7,9
3237,1,5,12,10
3238,17,17,23,3
3239,17,1,7,4
3240,13,14,2,10
3241,11,14,18,12
3242,26,4,7,21
3243,23,10,3,31
3244,25,25,28,26
3245,13,5,18,24
3246,5,19,11,6
3247,25,6,18,11
3248,31,20,26,19
3249,3,31,11,15
3250,13,29,9,29
3251,8,6,24,4
3252,25,2,11,31
3253,8,9,17,0
3254,18,28,16,21
3255,6,16,18,5
3256,27,1,12,8
3257,9,30,10,21
3258,0,19,31,4
3259,1,21,17,29
3260,18,24,31,19
3261,11,25,18,25
3262,24,0,3,28
3263,7,0,1,11
3264,7,20,10,14
3265,8,5,23,22
3266,31,6,11,21
3267,12,12,3,14
3268,15,27,4,13
3269,13,7,2,25
3270,7,18,4,24
3271,13,28,2,30
3272,25,3,4,18
3273,2,18,9,4
3274,23,5,12,28
3275,12,6,10,18
3276,9,3,4,21
3277,1,13,7,19
3278,9,28,28,21
3279,11,7,7,0
3280,8,6,27,1
3281,26,3,10,15
3282,15,25,23,10
3283,14,1,12,13
3284,31,9,0,22
3285,13,31,15,16
3286,25,10,6,17
3287,8,31,1,30
3288,25,18,14,31
3289,31,20,5,21
3290,15,26,10,11
3291,9,15,3,6
3292,18,28,7,29
3293,13,21,10,13
3294,5,28,27,11
3295,20,6,27,1
3296,9,0,30,31
3297,25,30,14,2
3298,6,29,29,7
3299,16,31,0,28
3300,8,19,7,10
3301,24,10,7,4
3302,7,9,16,30
3303,13,1,3,1
3304,31,6,24,3
3305,15,27,14,1
3306,11,20,19,16
3307,2,2,12,23
3308,24,20,7,29
3309,4,16,29,21
3310,10,17,25,10
3311,13,30,22,28
3312,25,9,10,21
3313,9,22,14,28
3314,18,2,11,4
3315,2,20,9,23
3316,11,30,8,16
3317,24,15,31,3
3318,1,21,6,15
3319,17,13,0,29
3320,1,12,18,5
3321,2,6,29,10
3322,12,15,8,16
3323,30,26,19,8
3324,22,1,18,12
3325,12,19,22,10
3326,0,19,20,14
3327,5,25,31,18
3328,18,5,28,28
3329,8,15,16,21
3330,18,25,23,17
3331,6,6,16,17
3332,5,21,31,24
3333,4,11,7,10
3334,30,9,24,24
3335,27,2,22,29
3336,3,14,29,1
3337,9,26,17,28
3338,16,30,10,11
3339,14,21,8,6
3340,25,15,15,30
3341,25,5,11,16
3342,13,1,3,6
3343,12,16,7,23
3344,22,3,30,11
3345,0,7,11,3
3346,9,30,28,24
3347,25,6,10,31
3348,16,31,23,17
3349,3,6,7,1
3350,25,20,15,18
3351,0,15,7,6
3352,14,14,28,7
3353,9,25,17,22
3354,13,13,3,5
3355,0,6,7,6
3356,24,3,5,30
3357,17,21,27,0
3358,3,0,4,1
3359,14,19,29,16
3360,31,6,10,19
3361,1,10,26,31
3362,13,18,17,3
3363,7,26,4,24
3364,15,20,1,31
3365,25,3,5,26
3366,25,24,11,25
3367,0,0,23,2
3368,11,31,13,14
3369,29,31,9,25
3370,11,9,6,21
3371,14,21,12,18
3372,9,28,3,24
3373,9,21,5,18
3374,18,9,24,24
3375,30,1,21,10
3376,26,9,28,1
3377,9,13,30,17
3378,31,0,5,31
3379,15,28,23,5
3380,16,21,11,29
3381,0,2,16,24
3382,31,2,2,22
3383,8,25,23,17
3384,3,19,18,25
3385,9,31,31,15
3386,16,15,1,0
3387,7,13,5,24
3388,20,14,30,12
3389,14,30,29,22
3390,18,28,15,26
3391,16,18,13,30
3392,31,22,3,24
3393,14,22,1,24
3394,2,21,22,23
3395,24,31,4,16
3396,12,2,13,30
3397,26,28,24,6
3398,16,24,10,6
3399,6,21,4,8
3400,12,16,16,31
3401,13,6,14,10
3402,26,2,30,4
3403,28,9,13,26
3404,11,12,26,22
3405,25,10,17,9
3406,3,31,30,15
3407,0,26,30,10
3408,26,25,24,22
3409,26,19,22,22
3410,12,2,12,9
3411,31,25,7,1
3412,9,21,18,18
3413,30,4,19,8
3414,3,16,3,31
3415,15,15,11,21
3416,1,9,22,26
3417,9,14,24,30
3418,31,26,31,15
3419,9,30,31,10
3420,0,7,14,16
3421,15,3,2,9
3422,25,13,18,5
3423,13,5,16,14
3424,15,31,3,30
3425,25,26,24,15
3426,5,5,17,30
3427,13,31,22,11
3428,23,1,0,31
3429,31,14,26,25
3430,14,8,6,3
3431,0,14,6,6
3432,11,2,10,16
3433,0,28,6,5
3434,7,14,30,29
3435,22,19,21,10
3436,16,18,14,4
3437,12,6,11,1
3438,16,8,15,0
3439,13,9,2,1
3440,24,7,1,0
3441,25,9,10,19
3442,30,8,6,8
3443,27,12,4,6
3444,12,9,2,16
3445,24,14,2,4
3446,26,28,23,21
3447,13,10,4,0
3448,0,10,1,18
3449,20,0,1,24
3450,24,21,14,18
3451,31,15,15,26
3452,5,28,11,29
3453,11,19,8,2
3454,31,19,14,5
3455,7,13,15,29
3456,9,6,3,28
3457,11,30,17,6
3458,21,1,4,19
3459,13,15,1,5
3460,18,30,3,0
3461,14,15,14,9
3462,2,2,26,18
3463,16,24,22,18
3464,31,30,11,28
3465,0,9,6,17
3466,22,28,29,2
3467,14,2,14,9
3468,23,10,28,0
3469,3,1,3,28
3470,9,9,0,17
3471,27,26,27,2
3472,24,2,0,21
3473,18,14,6,11
3474,25,5,23,21
3475,18,22,28,26
3476,11,0,7,16
3477,16,12,15,0
3478,25,31,23,24
3479,8,9,10,6
3480,18,28,7,21
3481,15,8,12,25
3482,24,1,8,0
3483,6,17,4,10
3484,0,30,24,14
3485,24,6,10,24
3486,11,10,24,19
3487,16,19,6,23
3488,25,5,10,26
3489,19,6,17,21
3490,16,7,18,18
3491,24,15,31,28
3492,23,5,17,28
3493,16,22,28,26
3494,12,14,28,22
3495,24,0,30,1
3496,2,31,14,3
3497,9,22,30,19
3498,20,3,28,17
3499,18,6,10,28
3500,7,1,8,1
3501,18,28,7,2
3502,1,31,10,22
3503,8,10,5,19
3504,2,9,16,11
3505,1,21,0,12
3506,16,13,31,18
3507,12,1,29,7
3508,1,13,4,26
3509,18,22,23,17
3510,9,1,8,14
3511,22,7,3,14
3512,27,8,17,25
3513,1,21,3,16
3514,3,7,14,5
3515,15,15,14,19
3516,1,18,14,31
3517,9,28,4,18
3518,27,3,16,31
3519,7,18,1,11
3520,1,7,14,1
3521,9,28,24,6
3522,15,3,2,19
3523,16,10,7,5
3524,22,21,16,2
3525,5,6,14,19
3526,13,15,24,29
3527,13,24,6,29
3528,4,17,6,9
3529,9,6,24,21
3530,25,3,24,9
3531,27,22,5,19
3532,8,6,24,31
3533,20,3,4,26
3534,18,22,14,19
3535,24,10,11,11
3536,9,31,14,2
3537,28,6,17,6
3538,24,9,17,28
3539,8,10,18,30
3540,25,7,8,26
3541,15,14,24,3
3542,6,16,12,0
3543,1,24,15,29
3544,24,2,1,15
3545,16,28,17,15
3546,18,22,23,18
3547,18,28,14,5
3548,18,2,23,5
3549,18,20,15,26
3550,18,31,3,26
3551,2,10,9,5
3552,8,3,14,30
3553,7,19,27,19
3554,7,13,16,9
3555,3,28,6,9
3556,0,0,17,22
3557,30,1,20,6
3558,18,5,23,21
3559,20,6,11,21
3560,1,18,22,14
3561,1,21,12,29
3562,24,24,24,26
3563,1,13,23,26
3564,20,12,1,25
3565,25,25,31,18
3566,31,31,31,10
3567,5,30,15,21
3568,13,27,5,10
3569,31,2,30,31
3570,22,19,10,10
3571,26,22,11,12
3572,13,25,23,9
3573,13,1,29,13
3574,20,26,3,0
3575,3,15,1,18
3576,25,9,5,26
3577,22,22,10,18
3578,0,3,24,23
3579,11,2,26,9
3580,16,27,4,2
3581,14,6,4,1
3582,9,9,7,28
3583,8,2,23,11
3584,22,8,10,10
3585,18,15,30,0
3586,3,2,29,17
3587,29,29,1,10
3588,20,25,27,22
3589,13,0,14,30
3590,22,4,10,10
3591,7,1,22,17
3592,28,10,12,2
3593,25,18,19,21
3594,16,13,0,0
3595,24,22,26,5
3596,31,0,5,4
3597,25,12,3,21
3598,15,18,6,18
3599,16,9,5,1
3600,2,5,21,23
3601,11,12,1,25
3602,25,14,5,6
3603,22,26,12,15
3604,24,2,7,24
3605,15,10,10,17
3606,0,13,13,28
3607,16,15,8,1
3608,25,6,11,21
3609,26,30,17,18
3610,15,20,10,30
3611,24,22,7,29
3612,31,8,15,6
3613,31,21,0,1
3614,23,11,27,30
3615,3,25,11,10
3616,31,5,28,26
3617,0,0,11,14
3618,13,24,5,13
3619,25,3,5,30
3620,24,9,31,19
3621,9,9,23,21
3622,27,8,5,23
3623,14,21,26,6
3624,14,9,31,8
3625,7,15,11,4
3626,11,12,17,28
3627,31,10,5,22
3628,18,0,14,19
3629,31,18,3,22
3630,9,0,5,17
3631,11,7,19,29
3632,20,2,11,0
3633,18,5,15,17
3634,0,21,1,19
3635,8,19,31,14
3636,9,7,24,22
3637,8,25,27,22
3638,16,6,31,12
3639,25,28,31,28
3640,20,18,18,3
3641,21,13,27,10
3642,9,24,4,26
3643,24,13,31,13
3644,25,24,23,17
3645,28,7,2,28
3646,23,15,27,8
3647,6,6,27,8
3648,14,11,14,16
3649,4,7,23,0
3650,12,11,2,17
3651,22,26,7,11
3652,12,20,21,5
3653,25,22,5,1
3654,2,18,9,0
3655,24,15,2,6
3656,0,14,18,9
3657,18,19,15,21
3658,18,2,30,22
3659,4,11,21,0
3660,16,3,8,18
3661,7,19,13,18
3662,2,16,1,3
3663,27,13,15,28
3664,25,20,0,17
3665,21,1,3,6
3666,8,27,28,17
3667,26,3,3,22
3668,7,15,1,31
3669,6,18,17,4
3670,6,8,26,3
3671,18,7,15,15
3672,18,5,13,3
3673,12,15,6,4
3674,18,28,12,21
3675,9,2,7,28
3676,12,15,20,14
3677,16,18,22,31
3678,12,12,12,23
3679,5,5,15,21
3680,11,9,17,29
3681,21,3,27,11
3682,6,19,20,7
3683,22,0,4,16
3684,25,9,30,2
3685,29,20,20,3
3686,9,28,24,6
3687,14,14,19,14
3688,21,19,4,14
3689,13,0,10,9
3690,22,16,18,26
3691,15,13,31,19
3692,3,9,13,0
3693,8,25,10,17
3694,28,28,20,18
3695,31,0,26,19
3696,11,7,16,19
3697,0,31,11,22
3698,20,25,5,21
3699,16,12,3,28
3700,8,28,23,5
3701,24,28,11,21
3702,5,0,28,21
3703,2,4,14,16
3704,28,16,1,14
3705,16,2,31,17
3706,29,31,20,22
3707,15,22,11,19
3708,22,27,7,2
3709,1,3,7,1
3710,31,22,23,28
3711,31,22,10,26
3712,18,28,22,18
3713,31,22,6,2
3714,18,0,18,21
3715,12,2,3,10
3716,9,9,10,28
3717,9,0,1,25
3718,22,5,17,2
3719,5,18,18,3
3720,13,18,29,31
3721,7,24,22,19
3722,25,22,3,26
3723,14,23,21,7
3724,18,22,4,21
3725,3,7,11,2
3726,0,6,11,21
3727,12,12,12,7
3728,24,6,11,16
3729,11,13,16,22
3730,31,9,24,24
3731,25,0,13,17
3732,8,24,4,11
3733,0,25,11,21
3734,11,13,0,16
3735,1,2,21,2
3736,1,2,10,0
3737,5,6,27,26
3738,27,8,22,0
3739,24,0,5,11
3740,31,19,31,11
3741,9,7,17,15
3742,16,15,4,29
3743,5,22,27,19
3744,8,24,28,31
3745,23,22,24,31
3746,1,7,23,14
3747,9,25,11,18
3748,9,28,23,6
3749,20,20,2,6
3750,19,15,21,25
3751,9,6,18,17
3752,12,28,24,12
3753,0,19,24,11
3754,19,8,22,25
3755,13,24,15,11
3756,14,19,2,16
3757,5,18,12,3
3758,22,12,13,12
3759,5,30,18,17
3760,31,25,15,26
3761,7,26,20,4
3762,18,5,18,30
3763,6,19,13,18
3764,31,19,8,9
3765,15,20,18,11
3766,5,18,31,18
3767,0,19,11,21
3768,26,30,5,26
3769,15,2,31,30
3770,25,6,31,1
3771,3,14,12,5
3772,18,7,8,15
3773,11,25,16,30
3774,2,9,29,11
3775,28,15,22,16
3776,4,12,21,5
3777,20,6,31,11
3778,25,13,17,10
3779,9,28,2,24
3780,5,22,11,4
3781,13,13,31,1
3782,8,28,18,26
3783,11,17,12,16
3784,12,1,0,10
3785,13,18,22,30
3786,14,2,12,8
3787,9,22,5,28
3788,3,19,31,0
3789,11,12,6,16
3790,1,24,7,0
3791,16,31,23,21
3792,22,4,1,3
3793,20,1,15,11
3794,9,12,1,18
3795,16,24,11,31
3796,29,16,26,3
3797,15,18,23,3
3798,25,19,7,4
3799,11,20,8,6
3800,11,16,18,26
3801,18,7,24,22
3802,24,31,14,12
3803,3,14,28,10
3804,8,0,18,14
3805,26,31,17,17
3806,20,25,12,14
3807,9,26,13,19
3808,8,19,8,2
3809,18,15,11,25
3810,25,9,26,21
3811,0,6,24,16
3812,0,2,8,17
3813,15,18,23,18
3814,16,13,23,19
3815,26,6,3,28
3816,22,15,23,26
3817,18,25,15,21
3818,24,28,8,14
3819,1,5,8,23
3820,11,15,11,23
3821,24,9,31,10
3822,24,2,7,2
3823,25,6,18,4
3824,13,13,8,6
3825,24,22,16,26
3826,26,3,30,0
3827,26,30,15,15
3828,31,28,4,30
3829,20,24,28,30
3830,7,2,5,18
3831,29,1,2,16
3832,4,8,27,12
3833,16,7,14,26
3834,11,8,24,28
3835,20,26,30,24
3836,14,6,23,16
3837,0,2,18,31
3838,22,6,21,6
3839,20,19,5,2
3840,25,0,10,31
3841,13,0,14,10
3842,27,0,5,1
3843,3,9,14,6
3844,1,1,29,19
3845,25,15,7,1
3846,22,14,12,0
3847,19,19,20,0
3848,12,11,13,29
3849,1,12,18,30
3850,0,6,23,25
3851,0,20,26,3
3852,8,25,3,12
3853,20,21,12,3
3854,31,7,13,18
3855,22,25,2,26
3856,24,16,28,28
3857,25,0,10,17
3858,14,26,29,16
3859,27,12,18,5
3860,25,10,10,12
3861,25,22,1,1
3862,16,10,8,14
3863,25,13,5,28
3864,3,6,3,12
3865,18,28,11,3
3866,7,5,19,11
3867,19,1,21,24
3868,24,6,17,18
3869,26,5,3,12
3870,24,21,0,10
3871,24,22,13,14
3872,11,7,4,22
3873,13,0,3,26
3874,12,6,16,28
3875,18,28,1,4
3876,14,1,4,4
3877,1,13,12,25
3878,0,18,14,28
3879,5,10,7,9
3880,16,10,16,31
3881,0,25,11,18
3882,18,11,20,4
3883,5,10,1,31
3884,3,3,1,28
3885,11,2,7,2
3886,18,6,18,26
3887,11,11,15,8
3888,16,18,1,5
3889,9,10,1,6
3890,0,9,11,19
3891,2,7,9,2
3892,2,18,21,9
3893,12,31,30,31
3894,20,25,28,31
3895,15,27,15,28
3896,18,9,30,6
3897,21,26,31,21
3898,11,21,24,29
